fiscal_year,service,branch,profile_id,profile,fund_type,fund,approved
2027,LRT Expansion,LRT Expansion and Renewal,24-24-9420,Coliseum LRT Bridge (B151) Minor Rehabilitation,Grants,Canada Community-Building Fund (CCBF),2831000.00
2027,LRT Expansion,LRT Expansion and Renewal,24-24-9420,Coliseum LRT Bridge (B151) Minor Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,1007000.00
2027,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),52939000.00
2027,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Grants,Provincial ICIP - matching,54026000.00
2027,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Tax-Supported Debt,Tax-Supported Debt,31332000.00
2027,Neighbourhoods,Building Great Neighbourhoods,23-40-9043,132 Avenue: Fort Road to 97 Street Reconstruction,Reserves,Neighborhood Renewal Reserve,14451000.00
2027,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Local Improvements,Local Improvements Property Share,1076000.00
2027,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Reserves,Neighborhood Renewal Reserve,22201000.00
2027,Neighbourhoods,Building Great Neighbourhoods,24-40-9048,Glenwood (163 Street West) Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,14077000.00
2027,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,12662000.00
2027,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Reserves,Neighborhood Renewal Reserve,15940000.00
2027,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Reserves,Neighborhood Renewal Reserve,18000000.00
2027,Parks,Building Great Neighbourhoods,CM-31-0000,Open Space: River Valley System - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,200000.00
2027,Parks,Building Great Neighbourhoods,23-30-9321,Warehouse Park,Community Revitalization Levy,Debt CRL Downtown,566000.00
2027,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Grants,Two Billion Trees Grant,6320000.00
2027,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,7410000.00
2027,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Reserves,Corporate Tree Reserve,1246000.00
2027,Public Safety,Fire Rescue Services,CM-70-0002,Fire Apparatus For New Station Growth Projects,Pay-As-You-Go (PAYG),Pay-As-You-Go,2071000.00
2027,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Tax-Supported Debt,Tax-Supported Debt,63250000.00
2027,Recreation & Culture,Infrastructure Delivery,25-10-9550,Coliseum Demolition and Site Improvements,Grants,Provincial Grant,19250000.00
2027,Recreation & Culture,Infrastructure Delivery,21-12-0330,Kinsmen Sports Centre Facility Rehabilitation,Grants,Local Government Fiscal Framework,1000000.00
2027,Recreation & Culture,Infrastructure Delivery,21-12-0330,Kinsmen Sports Centre Facility Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,6280000.00
2027,Recreation & Culture,Infrastructure Delivery,15-21-5785,Lewis Farms Community Recreation Centre and Library,Tax-Supported Debt,Tax-Supported Debt,16000000.00
2027,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Community Revitalization Levy,Debt CRL Downtown,18194000.00
2027,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Grants,Provincial Grant,69500000.00
2027,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Tax-Supported Debt,Self Supporting-Tax Guaranteed,2306000.00
2027,Roads,Infrastructure Delivery,23-22-9703,107 Avenue Revitalization,Tax-Supported Debt,Tax-Supported Debt,181000.00
2027,Roads,Infrastructure Delivery,25-24-9435,17 Street Bridges Over Yellowhead Trail (B142/B133) Replacement,Grants,Local Government Fiscal Framework,12423000.00
2027,Roads,Infrastructure Delivery,25-24-9435,17 Street Bridges Over Yellowhead Trail (B142/B133) Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,1865000.00
2027,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Grants,Canada Community-Building Fund (CCBF),985000.00
2027,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Grants,Federal Grant,859000.00
2027,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Pay-As-You-Go (PAYG),Pay-As-You-Go,380000.00
2027,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Tax-Supported Debt,Tax-Supported Debt,365000.00
2027,Roads,Infrastructure Delivery,24-24-9425,Beverly Bridge (B143) Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,56000.00
2027,Roads,Infrastructure Delivery,20-20-2024,Edmonton-Strathcona County Pedestrian Bridge,Pay-As-You-Go (PAYG),Pay-As-You-Go,50000.00
2027,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Grants,Local Government Fiscal Framework,1443000.00
2027,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Pay-As-You-Go (PAYG),Pay-As-You-Go,297000.00
2027,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Grants,Local Government Fiscal Framework,360000.00
2027,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Pay-As-You-Go (PAYG),Pay-As-You-Go,211000.00
2027,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Grants,Provincial Grant,16500000.00
2027,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Tax-Supported Debt,Tax-Supported Debt,2000000.00
2027,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Grants,Local Government Fiscal Framework,410000.00
2027,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,68000.00
2027,Roads,Infrastructure Planning and Design,23-24-0300,High Level Bridge Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,70000000.00
2027,Utilities,Blatchford Redevelopment Project,20-83-9001,Downtown District Energy Initiative,Tax-Supported Debt,Tax-Supported Debt,13800000.00
2027,Utilities,Infrastructure Delivery,25-81-2055,Coronation Eco Station Expansion,Self-Liquidating Debentures,Self-Liquidating Debentures,5000000.00
2027,Utilities,Waste Services,23-81-2054,Three-stream Communal Collection,Self-Liquidating Debentures,Self-Liquidating Debentures,101000.00
2027,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Tax-Supported Debt,Tax-Supported Debt,106093000.00
2028,Blatchford Redevelopment,Blatchford Redevelopment Project,14-02-2106,Blatchford Redevelopment Implementation,Retained Earnings,Blatchford Lands Retained Earnings,33506000.00
2028,Blatchford Redevelopment,Blatchford Redevelopment Project,CM-83-9000,Blatchford Renewable Energy Utility Delivery - Growth,Grants,NRCan SREPs Grant - Fed,7574000.00
2028,Blatchford Redevelopment,Blatchford Redevelopment Project,CM-83-9000,Blatchford Renewable Energy Utility Delivery - Growth,Tax-Supported Debt,Self Supporting-Tax Guaranteed,17673000.00
2028,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,3938000.00
2028,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Retained Earnings,Land Fund Retained Earnings,4813000.00
2028,Economic Development,Economic Investment Services,25-74-4106,Village at ICE District Site Servicing,Community Revitalization Levy,Debt CRL Downtown,2400000.00
2028,Economic Development,Economic Investment Services,25-74-4106,Village at ICE District Site Servicing,Grants,Provincial Grant,3500000.00
2028,Land,Real Estate,25-17-2501,Maple Ridge Industrial Local Improvement,Local Improvements,Local Improvements Property Share,250000.00
2028,LRT Expansion,Edmonton Transit Service,25-21-1000,LRV Replacements,Tax-Supported Debt,Tax-Supported Debt,68000000.00
2028,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),10334000.00
2028,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Tax-Supported Debt,Tax-Supported Debt,124790000.00
2028,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),2961000.00
2028,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Grants,Provincial ICIP - matching,3022000.00
2028,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Tax-Supported Debt,Tax-Supported Debt,3970000.00
2028,Neighbourhoods,Building Great Neighbourhoods,23-40-9043,132 Avenue: Fort Road to 97 Street Reconstruction,Reserves,Neighborhood Renewal Reserve,2400000.00
2028,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Local Improvements,Local Improvements Property Share,1076000.00
2028,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Reserves,Neighborhood Renewal Reserve,22201000.00
2028,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,12662000.00
2028,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Reserves,Neighborhood Renewal Reserve,18000000.00
2028,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Grants,Two Billion Trees Grant,6319000.00
2028,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,7409000.00
2028,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Reserves,Corporate Tree Reserve,1246000.00
2028,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Tax-Supported Debt,Tax-Supported Debt,12750000.00
2028,Recreation & Culture,Infrastructure Delivery,25-10-9550,Coliseum Demolition and Site Improvements,Grants,Provincial Grant,9600000.00
2028,Recreation & Culture,Infrastructure Delivery,15-21-5785,Lewis Farms Community Recreation Centre and Library,Tax-Supported Debt,Tax-Supported Debt,2400000.00
2028,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Community Revitalization Levy,Debt CRL Downtown,54694000.00
2028,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Tax-Supported Debt,Self Supporting-Tax Guaranteed,30306000.00
2028,Roads,Infrastructure Delivery,25-24-9435,17 Street Bridges Over Yellowhead Trail (B142/B133) Replacement,Grants,Local Government Fiscal Framework,10000.00
2028,Roads,Infrastructure Delivery,25-24-9435,17 Street Bridges Over Yellowhead Trail (B142/B133) Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,10000.00
2028,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Grants,Local Government Fiscal Framework,10000.00
2028,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Pay-As-You-Go (PAYG),Pay-As-You-Go,50000.00
2028,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Grants,Local Government Fiscal Framework,5000.00
2028,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Pay-As-You-Go (PAYG),Pay-As-You-Go,10000.00
2028,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Grants,Provincial Grant,10000000.00
2028,Roads,Infrastructure Planning and Design,23-24-0300,High Level Bridge Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,33000000.00
2028,Utilities,Renewable Energy Systems,21-83-8384,Distribution Piping System,Grants,NRCan SREPs Grant - Fed,581000.00
2028,Utilities,Renewable Energy Systems,21-83-8384,Distribution Piping System,Tax-Supported Debt,Self Supporting-Tax Guaranteed,1355000.00
2028,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Tax-Supported Debt,Tax-Supported Debt,26523000.00
2029,Blatchford Redevelopment,Blatchford Redevelopment Project,14-02-2106,Blatchford Redevelopment Implementation,Retained Earnings,Blatchford Lands Retained Earnings,31557000.00
2029,Blatchford Redevelopment,Blatchford Redevelopment Project,CM-83-9000,Blatchford Renewable Energy Utility Delivery - Growth,Grants,NRCan SREPs Grant - Fed,8381000.00
2029,Blatchford Redevelopment,Blatchford Redevelopment Project,CM-83-9000,Blatchford Renewable Energy Utility Delivery - Growth,Tax-Supported Debt,Self Supporting-Tax Guaranteed,19556000.00
2029,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,3938000.00
2029,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Retained Earnings,Land Fund Retained Earnings,4813000.00
2029,Economic Development,Economic Investment Services,25-74-4106,Village at ICE District Site Servicing,Community Revitalization Levy,Debt CRL Downtown,11400000.00
2029,Land,Real Estate,25-17-2501,Maple Ridge Industrial Local Improvement,Local Improvements,Local Improvements Property Share,100000.00
2029,LRT Expansion,Edmonton Transit Service,25-21-1000,LRV Replacements,Tax-Supported Debt,Tax-Supported Debt,68500000.00
2029,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),9180000.00
2029,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Tax-Supported Debt,Tax-Supported Debt,16880000.00
2029,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Local Improvements,Local Improvements Property Share,1076000.00
2029,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Reserves,Neighborhood Renewal Reserve,22201000.00
2029,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Reserves,Neighborhood Renewal Reserve,11976000.00
2029,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Grants,Two Billion Trees Grant,6203000.00
2029,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,7285000.00
2029,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Reserves,Corporate Tree Reserve,1246000.00
2029,Recreation & Culture,Infrastructure Delivery,25-10-9550,Coliseum Demolition and Site Improvements,Grants,Provincial Grant,8500000.00
2029,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Community Revitalization Levy,Debt CRL Downtown,5612000.00
2029,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Tax-Supported Debt,Self Supporting-Tax Guaranteed,9388000.00
2030,Blatchford Redevelopment,Blatchford Redevelopment Project,14-02-2106,Blatchford Redevelopment Implementation,Retained Earnings,Blatchford Lands Retained Earnings,30051000.00
2030,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,3938000.00
2030,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Retained Earnings,Land Fund Retained Earnings,4813000.00
2030,Economic Development,Economic Investment Services,25-74-4106,Village at ICE District Site Servicing,Community Revitalization Levy,Debt CRL Downtown,100000.00
2030,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),6376000.00
2030,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Tax-Supported Debt,Tax-Supported Debt,11747000.00
2030,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Grants,Two Billion Trees Grant,6176000.00
2030,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,7256000.00
2030,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Reserves,Corporate Tree Reserve,1246000.00
2030,Recreation & Culture,Infrastructure Delivery,25-10-9550,Coliseum Demolition and Site Improvements,Grants,Provincial Grant,500000.00
2031,Blatchford Redevelopment,Blatchford Redevelopment Project,14-02-2106,Blatchford Redevelopment Implementation,Retained Earnings,Blatchford Lands Retained Earnings,31527000.00
2031,Economic Development,Economic Investment Services,25-74-4106,Village at ICE District Site Servicing,Community Revitalization Levy,Debt CRL Downtown,500000.00
2031,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Tax-Supported Debt,Tax-Supported Debt,791000.00
